Original,Furigana,English,Russian,JLPT Level
日程,にってい,schedule,расписание,N2
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid","тупой (например, нож), тупоголовый, медленный (в отличие от быстрого), глупый",N2
入社,にゅうしゃ,entry to a company,вход в компанию,N2
女房,にょうぼう,wife,жена,N2
睨む,にらむ,"to glare at, to stare; to keep an eye on","смотреть, смотреть; чтобы следить за",N2
煮る,にる,"to boil, to simmer, to stew, seethe","варить, кипятить",N2
俄,にわか,"sudden, abrupt, unexpected","внезапный, резкий, неожиданный",N2
縫う,ぬう,to sew,шить,N2
ねじ,ねじ,(a) screw,а) винт,N2
捩る,ねじる,to twist,крутить,N2
ネックレス,ネックレス,necklace,ожерелье,N2
熱する,ねっする,to heat,нагревать,N2
寝間着,ねまき,"sleep-wear, pajamas","одежда для сна, пижамы",N2
寝巻,ねまき,"sleep-wear, pajamas","одежда для сна, пижамы",N2
狙い,ねらい,aim,цель,N2
狙う,ねらう,to aim at,стремиться к,N2
年度,ねんど,"year, fiscal year","год, финансовый год",N2
農産物,のうさんぶつ,agricultural produce,сельскохозяйственная продукция,N2
農村,のうそん,agricultural community,сельскохозяйственное сообщество,N2
濃度,のうど,"concentration, density","концентрация, плотность",N2
農薬,のうやく,agricultural chemicals,сельскохозяйственные химикаты,N2
能率,のうりつ,efficiency,эффективность,N2
のこぎり,のこぎり,saw,пила,N2
残らず,のこらず,"completely, without exception","полностью, без исключения",N2
上り,のぼり,"up-train (going to Tokyo), ascent","поезд вверх (идет в Токио), подъем",N2
糊,のり,"glue, paste, starch","клей, клейстер, крахмал",N2
乗換,のりかえ,"a transfer (e.g., trains, buses)","трансфер (например, поезда, автобусы)",N2
乗り換え,のりかえ,"(n) transfer (trains, buses, etc.)","(n) трансфер (поезда, автобусы и т. д.)",N2
乗り越し,のりこし,riding past (one's station),проезжая мимо (своей станции),N2
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid","тупой (например, нож), медленный (в отличие от быстрого), глупый",N2
のろのろ,のろのろ,"slowly, sluggishly","медленно, вяло",N2
呑気,のんき,"carefree, optimistic, careless","беззаботный, оптимистичный, беспечный",N2
はい (かん),はい (かん),yes,да,N2
灰色,はいいろ,"grey, ashen","серый, пепельный",N2
俳句,はいく,haiku poetry,хайку поэзия,N2
売店,ばいてん,"shop, stand","магазин, стенд",N2
バイバイ,バイバイ,bye bye,пока-пока,N2
売買,ばいばい,"trade, buying and selling","торговля, покупка и продажа",N2
這う,はう,"to creep, to crawl",ползти,N2
剥す,はがす,"to tear off, to peel off, to rip off","отодрать, отдраить, содрать",N2
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect","содрать, раздеть, лишить, отсоединить",N2
ばからしい,ばからしい,absurd,абсурдный,N2
秤,はかり,"scales, weighing machine","весы, весовая машина",N2
吐き気,はきけ,"nausea, sickness in the stomach","тошнота, тошнота в желудке",N2
はきはき,はきはき,clearly,четко,N2
掃く,はく,"to sweep, to brush, to gather up","подмести, причесать, собрать",N2
歯車,はぐるま,"gear, cog-wheel","шестерня, зубчатое колесо",N2
バケツ,バケツ,"bucket, pail",ведро,N2
挟まる,はさまる,"to get between, to be caught in","попасть между, попасться",N2
挟む,はさむ,to pinch; to hold between; to insert,щипать; держаться между; вставить,N2
梯子,はしご,"ladder, stairs",лестница,N2
始めに,はじめに,"to begin with, first of all","для начала, прежде всего",N2
初めに,はじめに,"to begin with, first of all","для начала, прежде всего",N2
